review_content,Sentiment
The body is very lightweight and doesn't feel sturdy. Does the job of heating water fast and that's it. Cord length could be a little longer. The plastic parts doesn't feels sturdy. The top cap has a smaller dia so a man's hand has a trouble fitting it inside the container during cleaning and can easily cut our hands. Overall it's okay.,3
"Its quality was not too much good, light quality product but according to price its okay.Easy to use product & good for save time.",3
Good product for boiling water. shock proof. So no worries.hahaha,4
Cattle bass fitting not currently,2
Good product,4
Go for it,5
Amazing  product.,5
Good product for tight spaces and easy to replace as well.,4
One of the filaments lasted about 7 days of usage. Waiting to see how long the other lasts.,2
I like this product as compare to price it’s look worthy. Hope will work like this in future too.,5
Good for one small room (120sq ft),4
Good,4
Heating capacity is not that much good.,3
Good product,4
Good product under Rs. 1100..Easy to use...,4
"It's a mini blower with good heating. Cute and easy to use. However, it requires a big socket.",4
Best quality good look,5
Good product and quality,4
Superb,5
Compact and easy to use. Suitable for a room,5
Tried on woolen clothes and it really worked. Really a useful product but only reason I am giving 4 star is because of the short wire length. Wire length should be bit longer else its amazing product.,4
Easy to useTime takingBut cleans clothes,5
Good for this price range but not sure about durability but product is good,4
"It does it's job very well, It gave new life to my clothes. I just have a single complain and that is regarding its dust collector lid or container it is little bit loose because of this sometimes all dust and wool particles spills all around.",4
"Easy to use.. I like this product, all my problems of clothes are solved.",5
It's a decent product and very easy to handle. Not sure of the durability as it's been over a week only. Will update the review after some few months.,3
It is really good product it is showing accurate weight just 1-2 gram errors. Sometime you can get less accurate product then you can return it and reorder but at this price it is best.,4
Nice,4
Good at this price and iam satisfied,4
Working well,4
An essential part of kitchen and handy equipment.. Good product. Reviewed after one month used for couple of time ..,4
Good use in kitchen and other,4
For small weight its too good go for it,3
Everythings good but cells die within a couple of month.,3
Worth product,4
Econamical,4
Product is good.,4
"Not 100% accurate, but good to use for the price",3
Meets the purchase of purpose.,4
The machine looks the same and works perfectly. I had to return the first delivery due to the fault in battery cover and they replaced it within a few days. The accuracy is a bit off so i weigh the items again and again and use the majority result.,4
Like,5
"1st product came faulty got it replaced , replacement is still working as good as new after a few months , recommended as it seems once you get a proper product it is long lasting , do get your faulty one replaced if you get it though.",3
Ya I love it this for easy to use and clean very useful when u want to chop a juicy tomato or leafy veggi and also size also quite good for smaller family,5
Do not work after 15 days,1
Good and smooth working,4
Good,4
Easy to operate,5
"The product was good to use for chopping , especially for office goers like me... But the only issue I face was the string will get stuck when it's pulled over sometimes.. That's the issue I face... But great product though",4
Good product.,4
The 1st product i got was damaged then i request for replacement and their pain strated after 5 days of continuing follow up my product got replaced. Amazon delivery guys are too rude these days.. And no wonder customer care will give the generic SOP reply.. but anyways now product got delivered and it's good.. but feel like over expensive colour and quality is average.,2
Only disappointed with the cord length.,3
In 3 months it stops working and service center almost close in Pune so I am very frusteted by this product. Bad service by prestige so never go for this product.,1
very good product,5
Medium type,3
"The fiber or plastic handle becomes hot, so does the outer body. Difficult to handle immediately after heating. It is easy to clean. Cord length is medium but enough to keep the kettle at 4 m height above ground when kept vertically in line with electric switch.",3
Normal heat by this product.,3
Good,4
Quit good,1
Don't buy it because 10-11 day it will work well after that it start heating more and more ,1
it is plastik body,3
Value for Money,5
heating is normal,3
Good product,4
Working good. Water is boiling within 2 min. Steel finishing is normal and not shining.,4
Product is working fine for now but lets whats gonna happen. and yeah the packaging could have done better :),3
"Good, most suitable winter use.",4
Good product,4
Review after some month of used. No problem yet. Good Quality..Valuable price.,5
Okay productGood to handle,3
Very nice product thank you Amazon,5
"If you are buying this as a secondary cooking appliance  or you need a portable stove, go for this.Also buy thin induction compatible utensils. It takes a very long time for thick vessels to heat up before you can start cooking.As a primary cooking appliance, this doesn't suit as it's very time consuming. Can be used for keeping things hot or slow boiling milk etc.Also had to request a warranty repair. The request was served within 2 days. The contact information is present on the warranty card.",2
"Just received it. Though the product looks new, there are few scratches here and there making me unhappy.Compared its performance with other induction cook top that I have (with same amount of water at same temperature in the same vessel).Sadly this cook top is a tad slow to boil compared to the old one.But, I think that is okay, because the old one which I have is Rs. 1000 more than this one.",3
Product good but its take long time to cooldown,3
कमाल का प्रॉडक्ट हे,4
Good,4
Value for Money,5
Good product.easy to operate,4
Value for money..,5
This review is after 6 month use of the kettel. Product is good if you need to heat water not milk.Initially there were no issue in Auto cut but last week it stopped working.Overall in this price range i will say Yes for this.,2
Very useful. My needs are fulfilled. Thank you.,5
Good product,4
Product looks good but Boiling milk in this kettle burns the base of the kettle it becomes full black and brown ,2
And eggs don't get boiled in a single go .,1
Nice product,4
"After 2 months of usage, some issues have come up. Once it gets to the boiling point, it should automatically switch off but it keeps on bubbling till it is switched off manually. Next is that the water vapors and heat can be felt through the kettle on/off switch which I believe is dangerous. We ordered this trusting Prestige to be of high quality but it doesn't satisfy the purpose.",2
After using only one month kettle on /off switch is not working and red light is also not working.Some times it's boiling time is too fast and some times too slow.,1
This catle works good but difficult to clean .,3
"The lint remover actually removes the lint :). It is not a gimmick but an actual working machine. it gives new life to the winter clothes which were of no use due to heavy lint all around. Using this small machine you can remove lint and see the difference. I used it on 2-3 clothes and am very happy with the result. Let me describe the pros and cons:Pros:1. Very easy to use2. Removes any kind of lint3. it also removes lint that is not visible i.e. of the same color which gives rough look to the cloth making it look older. so your clothes look a bit like the new ones.4. lint is collected in a container that is easy to cleanCons:1. The process is very very slow. you need to move the machine on the cloth surface a number of times.2. the build quality is plasticky like cheap toys. it may break if fallen on a hard surface.3. the cable length is very small. The plug comes off the socket easily. you need to sit very close to the socket making it a bit difficult to use sometimes.4. the lint collector comes off very often5. the rotor blades make a weird noise as if they are going to break.6. the BIGGEST PROBLEM is that you need to sit for prolonged periods to make your clothes lint-free which strains your neck badly and if you are suffering from cervical then forget it. you will use it once and will never touch it again. however, you can make an arrangement to hang the clothes on a wall hanger and remove lint by keeping your neck straight.other than that it is a good product and can be tried.Thanks",4
"product is good overall, working fine but the seller should pack it more carefully as i received the upper detachable part in a broken condition as it is  non replaceable makes it more difficult for the customer",3
"but coming to the working part the product quality is good, wotks fina and removes everything easily.a must buy product for winter.",4
"I have used a similar product earlier but this one works better and size is also very effective, using is very ergonomic and like I said, does the job well. Come with a small brush to bruah off samll residue on the fabric. Would recommend buying this. Delivery and packaging was good too.",4
Easy to clean easy to use. Does the job. Received the product fast and in perfect condition. There is a leaflet inside promising 6month warranty. If it provides that it's teh perfect product for this price.,4
This is very product it cleans all lint from my woolen clothes but it have 1dislike store area is very less and slim it have problem for cleaning store area and the product is very good,3
This is very good. Life save in winters to remove lint from your costly winter wear. I have used it on some heavy lint area in my inner wear and it’s really removed the lints and now I can wear my inner again.,5
product is so satisfying and easy to use that a child can remove lint from his clothes. product overall is satisfying expect the the compartment where lint get consolidated it gets loose in every movement,4
Product is good and solve the lint problem very effectively so go for it,4
This is best heater in this range. Only  You need 16amp socket to use this.,5
"Awesome product, but the packing was worst",4
"very disappointed from Amazon, the box was broken &some scratches also",1
"This is sufficient for one room use, especially for baby in winter, it's very good at heating the room. Worth of money.",4
God product,5
I used this product since January 2022 and now this device working smoothly and very easy.,5
Lu,3
"It works as expected, but the shape of the handle is not very comfortable. It is not feeling very handy to hold the device and press the button at the same time, sometimes the battery  door opens while using it.",3
It’s easy to use but creates a mess when I try to make coffee froth. Doesn’t form froth also. Only runs under liquid.,3
The frother stops spinning in even slightly dense liquid.,2
Product is not working smoothly...after very hard press the button then it works.,2
Easy to use and nice product. But cream stucks in it sometimes,4
Can finally make frothy dalgona coffee without losing my arm lol worth it! Coffee came out really well and so easy to use,5
Good,4
"Light weight. Easy to use. But the Packaging is really problem, I opened with a fear that product might be damaged. It was not thankfully !!  No covering nothing, first time felt very bad on Packaging issue.. need to improve on that",3
"The item just got delivered today. The product specifications says it has 360° swivel cord, but actually it has 180°.  Otherwise the productbis very good. 2 years warranty card present. I will update after usage.",3
Very Good Couality Iron And Faster Heat And Easy To Handel ,5
", Nice product",5
Light weight,3
Go for it,5
"My initial experience was slightly disappointing, but after exchanging the product its working well, satisfactory",4
100% -perfect,5
According to price good but heating element not heat property not to much heating overall goog,3
About 5 kg garlic continuously for making fish in party,3
"Grinding of poppy seeds, mustard and other spices",4
Ok but quality not good,3
Thoda product small h baki sb mst h,3
Good,4
I did not get warranty card,1
Good for small family.,4
"If you can afford it, go for more well known brands in the mixer business. This one is cheap quality but great for the price.Please note that there's a burning smell for quite a few uses. Also, if you grind for more than 10-15 seconds, it tends to 'trip'. Then you have to let it cool down and push the red button at the base to restart it.You can easily make dosa batter, chutneys etc. Just soak the rice and urad dal overnight since it's not very sturdy.",3
"Worth the penny:Used for 2 days, on time delivery, next day installation by havells and every good installation support from havells.Water gets heating within 5 mins and you have to open half tap for continuous flow of hot water. Sufficient for bucket bathing and the good part is heating indication. One thing is missing in the geyser is Temp control, but overall Best in this price range (3 ltrs).",4
"The product was delivered on time and as promised by Amazon.Upon receiving the water heater, I received a text from Havells for the installation of the product. The installation process was smooth apart from the fact that one needs to purchase a 16A three-pin socket (wall plug not included with the water heater). There are no installation charges and my only gripe with the water heater is no plug!!The water heats up very quickly (5 mins approx.) and retains temperature for good 4 hours. Light indicators show heat stages (Heating or Heated) Even though one will find many alternatives at better prices additional costs for installation and accessories should be taken into account.Bonus marks for getting the design correct.",4
It's compact yet efficient. Does its job well. I expected a bit quicker heating though. Installation guy came the very next day. All the accessories required was provided in the package.,4
But light is not working not within 2 weeks,2
Easy to install. Value for money.,5
"Its a good product in terms of usability, easy to useAll in all its a great Instant geyser product with this price range. Installation was easy and it’s meets our expectations I would recommend this product to purchase.",5
Easy installation. Purchased for kitchen. Working well.,4
Nice product and good service,4
During winter it keeps room temperature hot which reduced cold. We really enjoy the product,4
If your place is air tight this 9 fin Radiotor heater will be enough. But my place is not air tight that's why I am not satisfied.,3
Product could use a user manual.Number of fins required for so and so size of rooms needs to be described,3
Can not working. We are just using it without fan. Don’t have patience for exchange/return now.,1
Overall good,4
Good 9 Fin Oil Filler Room Heater from Morphy Richards. Reduced one star as there is no PTC Fan in this. Remaining all features working as expected.,4
"Good product. Used 10 kWh unit electricity for full night run in Agra with min temperature at 7degrees. Keeps the small 10x10 foot room warm enough to be able to sit in light jacket.Heats up room slowly as expected, unlike coil based heaters. But less danger and doesn't impact skin.Easy to setup the rollers.For a bigger room, go for 11fins model and not 9 fins model.",4
"People who are saying that screws didn't come. Please check under lower thermocol. Screws are there. I raised return request bought new Morphy richards from store and found this thing. So cancelled the return request. I got 2 now because of this issue. Why Morphy richards? Why hiding it away where people are not able to find it?Overall product is really good, please go for it.",2
Good product,4
The product is good if offer is applied.,3
Like the way it looks,4
"Very good produce, quality is really good. we've been using this from last 8 months, works perfectly fine.",5
wire short,2
Nice,4
Instant warm or hot water. Connection pipes are not provided this time.Due to this the total cost rises up to ₹3000. Previously it was provided with the heater.,2
"Very nice and working well taking 2-3 minutes for 3 liters. For one bath we using twice, means 6 liters hot water. No temprature control and not included connecting pipes.",5
Very nice,5
"works well. just as described. looks great and easy to installhowever the tank is really small, so it keeps switching on when taking a bath. Especially if u have a shower the pressure gets lower trying to heat it all up",4
Easy to install and operations,5
A very fantastic product at this point,5
Suitable for 2-3 persons,4
"Everything is fine in this product but the only cons for this product is once you heated water it doesn't maintain that temperature and gets cold very soonother than that everything is great like design , heating ",3
usage ,4
easy to clean,5
good to use,4
Nice product,4
The only problem with this kettle is that you have to restart again and again,4
good to use and time saver.,4
Overall good. Other features could be added like keeping warm. Apart plastic body can be improved,4
Good for home and out of home useVery fast response for hot nature,4
The product is good for 4 members family. It takes 15 minutes to deliver hot water (temp set to 75%). I have checked that it keeps water temparature intact for 6 - 8 hours if not utilized. Insstallation is eazy task. Overall performance is good till date.,4
Just ok,3
Nice product,4
"Its Quite a good deal, I Have been using this for last 1 Year bajaj Neo Shkati 15 lt. , lacking is  Conncection pipe and Haning Bolt and Installation  is not provided by Company.  Other wise a good deal IN Rs. 5300 Festival Sale",3
GOOD VALUE FOR MONEY,4
I like Bajaj geyser.  already last 17 years we used only one Bajaj geyser now its second.,5
Not working,1
"This geyser is a quality product, and can easily serve a family of 4.The water heating does not take much time and there is auto cut off to save electricity. Temperature control also works well, overall a steal deal for price below 6000.Totally recommended for usage.",5
Overall satisfactory in this price range,4
We bought more than 15 nos of Mixy but one package did not contain the lids of the 3 jars. kindly arrange to send us urgently.rgdsJaydeb Banerjee,1
Very nice product,5
i really like it specifically specifications and price.,5
Super,5
Very good product. Absolutely reasonable price. Great.Jio Lifelong.,5
"At this price tag, it is worth mixer with three jars.",5
Best in this price.,5
It is very easy to iron but the iron box was too small and there is power off button,3
its automatically on and off,2
Amazing product purchased at good price.,5
Ok,3
worth product at this price,5
The Steel around the handle gets hot too! Other than that this product is good.,3
"I am useing this products from 4 month, and  buy the product no loss of money  ",5
most valuable product in this price range  ,5
Good product,4
Not able to plug JN sockets just because it has 2 pin plug,2
Packing is too bad. Mixer is good,3
Except noise everything looks good. Very irritating noise.,3
I like the product most. Worth for money...Fully sastisfy from this product.. Thanks amazon,5
Nice,4
Useful,4
"Well over all iits nice, make sure the lid of kettle has stell casing",4
cord should been long,3
Cord is very shortWeight is okEasy to use,3
Wonderful product...easy to use....go for it,5
Economically good product,4
Good Product,4
Overall product good & value to money . Hoping it works well as its body looks a bit week,4
Mine did not work so had to be returned though,1
I have just received the product within One day delivery... Service was very fast..The product is economical and works well. I have already used other product from Lifelong Brand and they worked perfectly so really happy with this Brand.,5
My mom loved it. It's tiny but SuperPerformer,5
Producing heat upto 1 or 2 mt.Room can get heated up with in 30 min.,4
"Value for Price Paid, It's working good so far 1st Day",4
Hardly used it a week and I notice dark bands on the elements....!,2
Very comportable to use.But defect of safety device's,3
Durability is an issue,3
"I've been an Amazon customer since 2014/15. This is, without any doubt the best purchase I've ever made.If you have polyester, polyester+cotton, acrylic, acrylic+wool or acrylic+polyester clothes you know that after sometime (maybe years, could be months) they will start to pill. Pilling is those small round blobs on the cloth: make the item look old and haggard, as if they've hand me downs.Well, this product will reset it back to its original look and feel. It's crazy how good it works, on socks, sweaters, mufflers, caps, gloves, fleece jackets, fleece pants, anything that has artificial fibre composition.Don't but the one with battery because you'll be restricted to the capacity of the battery and when it degrades the product is useless - corded is the way to go for me.Five stars without a doubt.",5
Easy to use and very useful product.,5
I am very happy,5
Made Plastic could have been better,3
Good product ,4
Works really well...,5
Removes lint in one go. Good to use. First time user.,5
Good,4
Very easy to use and it works really well. Leaves a near nd clean fabric after removing the lint completely.,5
Shape are getting change day by day..I think It will be Lasting for 1 yr.,3
The plug is not supported in the sockets which is used in our houses. Need to buy another socket of 16amp to make this product usable. Otherwise it will be of no use.,2
Nice product. It warm the 1 bucket water in 5m.,5
Branded and good quality,5
I have used this product twice since the purchase and it's good. The cord length can be increased more,4
so that it will be easy to use. The water is getting heated in a short span of time. There is a minimum and maximum marking on the heater and the heater should be immersed inside the water till the minimum markings compulsaryly.. so if u are going to heat a half bucket of water it won't be used.,3
"Product is good, wire lenth and cord lenth are enoughSuper easy to use but packing shi se ki hui nhi hoti4 star for good product but removed 1 star for bad packing",4
Nice one,5
Good,4
It's take approximate 2 minute to water boiling. So it is easy to use,4
"Warranty should be actual as I have some issues with its inner surface, let's see if I get a help",3
It's a good product,4
"Very strong plastic odour after heating water, better go for kettle with glass lids.",2
It is very nice kettle for home & kitchen use. Its steel quality is very good,5
I use Inalsa kettle  it is a very good product. It’s very easy to operate easy to clean and a very quick way to get hot water.,5
Very good product and helpful and polite delivery person,5
Cord length is very short. Difficult to reach to table,2
Product is good. But giving 4 star only due to bad packaging. Box was in open condition.,4
Fast Cook,4
Easy-to-use,5
Nice,4
Like this product,5
"I am writing this review exactly after 3 years of usage. I bought it in around 1700, it was a great deal. I never faced any issue with the induction functionality in these 3 years. But after 1.5 years the outer body which is made of plastic fiber started cracking from back side due to heavy load. And now after 3 years, the fan has stopped working and I other issues started showing. I am yet to visit the local repair shop to get it repaired, once done will update further...",1
nice product,4
Reviewing just after a day of using this product. We made French fries and chicken tikka and result is quiet impressive! The recipe book and cooking tips from the given QR code is really helpful. Hope it serves for a long time.Not to forget about the beautiful bottle green and golden look of it.,5
No detailed user manual.. no idea about the cooking time. How to use is not describe.,2
"It works well and plastic quality is poor but it can wothstand the temperature for sure. Its not a toy to look for high quality plastic. And for the half the price that the other models, we can ignore that.Functionality wise its perfect.Just buy it",4
Don't go for costly products as it is available in a reasonable price and it has so many great features. I'm happy with it,5
"Pigeon never dissapointd with their quality. The best way to have healthy, crispy food.",5
"The outcome of cooked is not up to the mark.  The recipe book was not attached so,  it is difficult to know how to cook different dishes.  I tried some but outcome was bad.  Definitely you will have to compromise taste if you use this appliance.  I'm very much worried about the current consumption.  Think before you buy these air fryers.",2
Good product specially for hostelers. Value for money. And it looks good in your room.,4
Item is very good and met my expectation,5
It is good for single or double people sharing room,4
I really recommend this. Best product,5
Very useful,5
Good product in this price. Go for this.,4
Update as on 28.10.2018:*********************************The power cord has developed twists beyond repair and the seperate cores are now visible,1
the insulation pvc of the cores doesn't look very durable.I don't know why such standard manufacturers can't provide a decent durable cable?The iron however is performing flawlessly.Still disappointed ,2
"as in coming weeks i'll have to change the cable for sure.Reducing one star for compromising upon the cable quality by such a big brand name.HOW IT STARTED - THE NEED FOR AN IRON:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxRecently , my previous Bajaj make dry iron, which I received as a gift from somewhere, started giving problems after two years of occasional use & with “not so careful handling and care”. Initially, Its wires insulation inside was found rotten around the iron entry point which I repaired myself and later its thermostat started giving problems. Finally, its ON indication went OFF and I decided that it was time to bid goodbye to it and find a new one.Hence, my search for a reputed brand make , best value for money device began .Being from Electrical Engineering background & occupation, I fairly summed up my expectations from the power device as below:1.) DRY IRON VS STEAM IRON :xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxThis was fairly simple if we consider the explanation that a steam iron could perform as a dry iron but vice-versa was not possible. Also, almost always you find some or the other stubborn wrinkles and crease distortions that is hard for the dry iron to overcome and you need to use water for the purpose.On the contrary, As the steam  loosens the individual fibres of the clothes, the steam iron's pressing action smooths out wrinklesHence it was better to be  equipped with the facility in the first place in the device itself.2.) BRAND REPUTATION & WARRANTY:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxAs an average consumer, We are not wrong in generally assuming that products of bigger established brands have a higher quality and perform better. Rightfully so ",1
"A brand which has been working with a product for decades has a plenty of experience & research regarding the possible points of failures of the product and can be surely trusted upon.Following the same footprints I thought not to take bets upon power devices like iron and go with the Super brands like Philips having decades of expertise in this field..Our product comes with a two year global warranty which is quite decent in my opinion .3.) STEAM OUTPUT , STEAM BURST & VERTICAL STEAM FEATURE:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxDuring normal usage with steam a delivery of anything above 8 grams/min is okay but Some ironing jobs such as curtains or quilts require a much more supply of steam. In such cases the steam burst feature comes in handy. Users can push a button to receive a burst of steam when needed. More holes in the sole plate add  to the effectiveness of steam  supplied.Vertical steam feature in theory can direct clouds of steam  in and around vertically hung garments or curtains which eliminates wrinkles without the need for a pressing force.However in practical scenario and by virtue of  its design and water tank limitations , a steam iron is virtually incapable of  addressing the wrinkles like that and  hence paying more for such a feature is not advised.Use dedicated garment steamers for that purpose.** Our Philips GC1905 comes with a variable setting for steam  output with a continuous delivery of  up to 17 grams/min which is quite good.Additionally, It can provide steam burst too for stubborn wrinkles. Vertical steam feature is not available though.4.) ELECTRICAL RELATED FEATURES: WATTAGE, CORD",3
"THERMOSTAT etc.xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxThe simple maths that more watts means more heat or more steam or quick heating is not as simple as it looks.1. Surely, more watts means more heat generated but more wattage limits our ability to plug the iron at any socket in the house as for any power above 1500 Watts , I would suggest to only plug-in to the power sockets.Going for more power demands must be backed up with careful examination as to whether you  really need that much heating if its normal clothes only that you need to iron most of the times.2. Surely, More heat developed  is capable to deliver more steam but that depends upon the number of holes in your sole plate for it to be really effective ",3
"Your water holding tank size and lastly steam delivery settings.Generating too much steam without delivery can be dangerous as it can pressurize the system.3. Last but not the least - More power  doesn’t always mean  quick heating as heating of the sole plate depends upon a number of factors like the material & thickness of the sole plate , Surface area of  the heating element used  inside the soleplate etc.Most of  these intricate details are variable in nature and cannot be specifically mentioned by the manufacturer.** OUR PRODUCT:# Comes with a decent 1440 Watts of power good enough for routine casual use along with occasional use on heavier fabrics.# Comes with a 250 Volts, 10 Amp ( Max. rating of plug is always extra to actual amperage) 3 pin Top which can  be easily plugged into our casual 6 amp sockets as well without any damage to the socket.Hence enhanced mobility & performance.# The cord length is around 1.8 meters which is good enough for any practical lengths",3
"Any more than that would be cumbersome to handle.. The cord  is braided with an insulated  cotton sleeve which is useful for twists as well as insulating during a cable damage.However in due course of use, the cord often develops rigid twists & turns beneath the cotton braiding which is hard to straighten out.So not so great on the cable quality terms.# The cable only comes with 180 degrees of swivel movement, which is quite disappointing and I would  have  really wished if it was 360 degrees of cord freedom.# The thermostat knob for temperature selection comes with regular 5 settings but going with a reputed brand like Philips always assures of a good quality of thermostat.After all, the thermostat is the heart and soul of modern day irons and must be highly durable and reliable.# Lastly our product is an ISI marked product  which is quite an assurance for sure.5.) SOLEPLATE MATERIAL & SHAPE:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxThis is probably the toughest part where each company claims to have the best and easy gliding soleplates.A variety of soleplates are available in the market today like non-stick Teflon coated ",2
"aluminium plates with American  heritage coating, Steel plates with alloys or Ceramic coated.Each has its pros and cons.# Teflon coated plates are easy to get scratched and gather dirt over a period of time.# American Heritage is similar to Teflon and glides over the fabric even better.# Stainless steel is the most durable and easy to clean however may stick to clothes on higher settings.Adds weight to the device. Metal works better than ceramic for pressing in sharp creases on sleeves and trousers.# Good for smooth gliding and even heat distribution  but biggest advantage is to eliminate static charge at high temperatures which may cause clothes to stick.When  ironing on synthetics and fabrics blended with spandex, a ceramic iron will suit your needs best, as ceramic does not stick to these fabrics but the coating may peel off on rough handling.# Aluminium soleplates heat up quickly but are prone to damage and may stick to clothes.** Our Product comes with a linished soleplate which  is quite inadequate detail as linishing is a process of grinding or polishing a surface to make it a perfect flat.# However apart from linishing stuff, I can surely say that the soleplate in our device is decent gliding but not the best gliding, Its heavy but doesn’t stick to the clothes yet.For that matter I trusted  the brand reputation and went ahead with this linished soleplate. Stay away from Teflon coated ones though as its bound to wear off  fast.Regarding the shape , I honestly wanted  it to look like American fighter planes with sharp beak design and dark colors..LOL..However ",4
those models with my looks were weak in overall specs so had to settle down with this “Still-Decent Looking “model.6.) FEATURES LIKE ANTI DRIP ,3
"ANTI-CALC, GRIP:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxTo tell you the truth these are more of a fancy terms rather than actual purpose  for most of the users. Presence of these features, isn’t a problem  though , as in areas where the water comes hard, Anti-calc may stir and clear the calcium build up ",4
if any in the water tank.However ,3
"If you use proper water, drain it out timely , Do not fully fill the tank , allow it to heat before using steam  & follow all procedures correctly, you won’t actually need to use these features.Regarding Grip ",2
"Many iron nowadays have some unique design which is set ergonomically to give a better grip.** Our product comes with the anti-calc function  and is decent to grip though I think not ergonomically, still nothing for a deal breaker and these are minor features to discuss upon.7.) PRICE VS PERFORMANCE:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxEven though I did not have any preset price tag in my mind  but still going over 2500 would have definitely felt extreme for a thing that I don’t make use of that much.** I bought it at a price of around 1200 bucks & for  all the features and performance it delivers - I think it is worth it.FINAL VERDICT:xxxxxxxxxxxxxxxxxxxxAll in all , I would just say, that even though our product might not have the best  appealing looks or the best soleplate or  the best burst of steam or the best swivel of the cord , still, what it has is  – a complete package of all the individual features clubbed together in a decent right-performing way, which is hard to come by in an  individual model.",3
I tried removing hard wrinkles of a jeans but it couldn’t remove them properly. They were still visible even after using the steam.,2
Easyto use but it leaks water,3
Very good,5
Its a good product,4
"Iron is good and the best delivery with few hours, just this iron doesn't have a stream burst...rest is good",4
Simple cloth iron,4
"Immersion heaters have changed very little in terms of features or design over the 40 years or so I've been using them. And regardless of which brand name is stamped on them, they look like clones of each other. It was therefore with some excitement that I bought this Havells model that had at least three novel features: an auto-cut-off facility, a temperature control knob, and a protective plastic cover for that part of the heater users could come into accidental contact with. But quite a bit of my excitement drained away when the heater arrived. I couldn't use it straightaway because it has a cord that's barely a metre long, and it just couldn't reach the 16A socket it needs to be plugged into. Such heavy-duty sockets are normally positioned high in most bathrooms, so that they are easily accessible to any storage water-heaters that may be installed. Havells should have made allowances for this and added at least another foot-and-a-half to the cord length. For a large-scale manufacturer, this extra length would have made little difference to the production cost. The product, anyway, is priced a couple of hundred Rupees more than other 1500W heaters (the MRP being even higher, at Rs1000).In my case, therefore, the heater had to be 'accessorized' before it could be used: I had to buy a stool that would raise the the bucket off the floor, and thus compensate for the shortness of the cord. And no, it can't be any stool lying around in your home: it has to be a stool of a certain height, about 14 inches for me. Any taller, and the bucket can't be accommodated under the tap; any shorter, and you begin cursing Havells again for their miserliness with the cord. The stool took two days to arrive, and I 'inaugurated' the heater a full four days after it was delivered. Thank God my old immersion heater was still usable, in spite of its heavily calcified condition.There is yet another problem with this heater: though it helpfully allows you to choose between three temperature settings, you don't know what value each setting corresponds to. What does 'high' temperature mean -- 60 degrees Celsius? Seventy? I found out the hard way when I set the temperature high, and the heater wouldn't switch itself off for 15 minutes, which is five minutes longer than the time my old heater takes to heat up some 20 litres of water. And by then, the water had turned scaldingly hot. I tried the 'medium' setting the next day, and again had the nasty experience of having to deal with extra hot water. Perhaps the right setting is 'low' then. I'm not sure. Neither the product literature that came with the heater nor the Havells website has any information that will help you choose the right setting, and stop you burning yourself.So both the innovative features of this heater that made me buy it -- the variable heat setting and the auto-cut-off-- ultimately turned out to be quite useless. I still have to depend on my instinct, and on my experience with my old 'featureless' heater, and manually turn the heater off when I think it's done its job.I have a question for other users of this product, or for the manufacturer: can the temperature be set to in-between values, something between 'low' and 'medium', for instance. The way the controlling knob is marked, with several lines between the presets, suggests this is possible. Or maybe that's yet another 'useless' feature of this fancy heater. More trial-and-error? But should such a basic piece of equipment be so difficult to use?UpdateAfter a week's use of this heater, I'd like to add a word of caution for the benefit of other buyers and users. Since the heater has its own indicator light, which switches off at the set temperature, you may forget to switch the socket switch off, particularly if the switch is away from the socket, as in some contemporary bathrooms that have all switches bunched together at the bathroom door. If you forget to switch the socket off, and, in the meantime, have removed the heater from the bucket, it will begin to heat up again once the temperature has fallen below the set value. This dry-heating will damage both the heater and wall, if you've hung the heater up. But, more significantly, it will also be extremely hazardous if your body is wet, and there's no one around to switch the socket off for you. This happened to me twice. Call me dumb, if you want to, but please be careful.",3
"The product is good and does its work. I didn't find any use of the thermostat feature as though it turns off automatically the low temper in itself is very hot. It take just 5 to 7 mins to get the water be bath ready. Further the product says that ilthe rod should not touch the bucket but the product handle is made in such a way that it touches, but that causes no trouble. It's not shock proof so don't check temperature of water with it turned on.",4
Product received with some scratchesDon't know how inside package product gets scratchesOther than that all is okay product is goodAnd it's shock proof for extra safety but no recommended to touch water,3
Value for money,5
"Product is good & satisfactory, one minor issue the cord is little too hard.",4
Its working as expected. no issues found till now  but i have observed the red light is not coming fully. i could see only partial red light is visible. overall best product,4
nice,4
This product is very good and easy to use but its plug is of 16 amps which should have been of 6 amps,4
"I have been using this product from past few days, and it removes lint very efficiently. Very handy to use. However, sometimes some lint remains below blades and not completely expelled, but after cleaning it works fine. Overall, I'll be giving it 4-star.",4
A good product,4
would recommend to purchase a branded product than a non branded product,3
Really like the product,5
Overall good product,4
Agaro Is The Best,5
